/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_50_561.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_50_561.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_50_561.jpg, 0, 0, 0, 7.815273E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_50_677.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_50_677.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_50_677.jpg, 0, 0, 0, 8.112263E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_50_794.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_50_794.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_50_794.jpg, 0, 0, 0, 7.923131E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_50_894.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_50_894.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_50_894.jpg, 0, 0, 0, 7.825731E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_50_994.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_50_994.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_50_994.jpg, 0, 0, 0, 7.741858E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_51_111.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_51_111.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_51_111.jpg, 0, 0, 0, 7.774029E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_51_212.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_51_212.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_51_212.jpg, 0, 0, 0, 7.858182E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_51_327.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_51_327.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_51_327.jpg, 0, 0, 0, 7.824394E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_51_429.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_51_429.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_51_429.jpg, 0, 0, 0, 7.78109E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_51_529.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_51_529.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_51_529.jpg, 0, 0, 0, 8.165062E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_51_646.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_51_646.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_51_646.jpg, 0, 0, 0, 8.112522E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_51_762.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_51_762.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_51_762.jpg, 0, 0, 0, 7.823447E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_51_877.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_51_877.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_51_877.jpg, 0, 0, 0, 7.872811E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_51_977.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_51_977.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_51_977.jpg, 0, 0, 0, 7.844601E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_52_078.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_52_078.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_52_078.jpg, 0, 0, 0, 7.958183E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_52_194.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_52_194.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_52_194.jpg, 0, 0, 0, 8.171915E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_52_295.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_52_295.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_52_295.jpg, 0, 0, 0, 7.872619E-05
/home/marco/Documents/self-driving-car/Data/IMG/center_2020_02_06_21_28_52_410.jpg, /home/marco/Documents/self-driving-car/Data/IMG/left_2020_02_06_21_28_52_410.jpg, /home/marco/Documents/self-driving-car/Data/IMG/right_2020_02_06_21_28_52_410.jpg, 0, 0, 0, 7.898613E-05
